City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Dropoff Time,Dropoff Lat,Dropoff Lng,Distance (miles),Fare Amount,Fare Currency
Natal,UberX,COMPLETED,2019-12-23 17:32:24 +0000 UTC,2019-12-23 17:36:21 +0000 UTC,-5.8422621,-35.2059496,2019-12-23 17:50:10 +0000 UTC,-5.8201212,-35.2345899,3.56,13,BRL
Rio de Janeiro,UberX,COMPLETED,2019-12-16 09:26:36 +0000 UTC,2019-12-16 09:38:05 +0000 UTC,-22.8973828,-43.224117,2019-12-16 09:54:16 +0000 UTC,-22.8137137,-43.2468668,8.44,21.18,BRL
Rio de Janeiro,UberX,COMPLETED,2019-12-08 13:49:38 +0000 UTC,2019-12-08 13:50:41 +0000 UTC,-22.898917,-43.1797943,2019-12-08 14:01:29 +0000 UTC,-22.8973651,-43.2241039,4.33,13.08,BRL
Rio de Janeiro,UberX,COMPLETED,2019-12-08 10:11:13 +0000 UTC,2019-12-08 10:13:57 +0000 UTC,-22.8974041,-43.2241144,2019-12-08 10:34:35 +0000 UTC,-22.9003798,-43.1776103,4.97,16.34,BRL
Rio de Janeiro,UberX,COMPLETED,2019-12-06 12:32:56 +0000 UTC,2019-12-06 12:39:19 +0000 UTC,-22.9088142,-43.1695971,2019-12-06 13:11:37 +0000 UTC,-22.8974111,-43.2241614,5.63,19.52,BRL
Rio de Janeiro,UberX,COMPLETED,2019-12-06 11:48:28 +0000 UTC,2019-12-06 11:52:02 +0000 UTC,-22.8974452,-43.2241542,2019-12-06 12:19:46 +0000 UTC,-22.9087665,-43.1694331,5.03,18.93,BRL
Rio de Janeiro,UberX,COMPLETED,2019-12-06 01:10:48 +0000 UTC,2019-12-06 01:21:18 +0000 UTC,-22.9103651,-43.2313094,2019-12-06 01:31:19 +0000 UTC,-22.897362,-43.224241,2.94,9.32,BRL
Rio de Janeiro,UberX,CANCELED,2019-12-06 01:08:05 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,1970-01-01 00:00:00 +0000 UTC,,,0.00,0,BRL
Rio de Janeiro,UberX,COMPLETED,2019-12-05 20:38:54 +0000 UTC,2019-12-05 20:43:48 +0000 UTC,-22.8973859,-43.2241222,2019-12-05 21:11:04 +0000 UTC,-22.9128596,-43.2270645,2.38,11.78,BRL
Rio de Janeiro,UberX,COMPLETED,2019-12-01 12:59:47 +0000 UTC,2019-12-01 13:07:41 +0000 UTC,-22.9133132,-43.1740783,2019-12-01 13:22:26 +0000 UTC,-22.8974828,-43.224198,5.37,21.55,BRL
Rio de Janeiro,UberX,COMPLETED,2019-12-01 10:17:58 +0000 UTC,2019-12-01 10:18:53 +0000 UTC,-22.897368,-43.2241514,2019-12-01 10:42:30 +0000 UTC,-22.9146016,-43.1749202,4.80,17.3,BRL
Rio de Janeiro,UberX,CANCELED,2019-12-01 10:16:36 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.9039165,-43.2234097,1970-01-01 00:00:00 +0000 UTC,-22.9021663,-43.2252032,0.00,0,BRL
Rio de Janeiro,UberX,COMPLETED,2019-11-28 13:13:27 +0000 UTC,2019-11-28 13:15:04 +0000 UTC,-22.9121925,-43.2079164,2019-11-28 13:31:18 +0000 UTC,-22.897437,-43.2241271,4.23,12.28,BRL
Rio de Janeiro,UberX,COMPLETED,2019-11-28 12:39:06 +0000 UTC,2019-11-28 12:41:29 +0000 UTC,-22.8974032,-43.2241698,2019-11-28 12:58:31 +0000 UTC,-22.9121782,-43.2079278,4.10,12.94,BRL
Rio de Janeiro,UberX,COMPLETED,2019-11-16 20:26:52 +0000 UTC,2019-11-16 20:36:03 +0000 UTC,-22.9024467,-43.1759777,2019-11-16 20:52:26 +0000 UTC,-22.8973457,-43.2241095,4.47,14.64,BRL
Rio de Janeiro,UberX,COMPLETED,2019-11-16 13:52:47 +0000 UTC,2019-11-16 13:56:08 +0000 UTC,-22.89938,-43223,2019-11-16 14:12:26 +0000 UTC,-22.90222,-43.18166,3.62,13.51,BRL
Rio de Janeiro,UberX,COMPLETED,2019-11-03 21:24:49 +0000 UTC,2019-11-03 21:33:26 +0000 UTC,-22.9090233,-43.2267906,2019-11-03 21:43:40 +0000 UTC,-22.8974186,-43.2241278,2.28,12.78,BRL
Rio de Janeiro,UberX,CANCELED,2019-11-03 21:06:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.9158118,-43.2355738,1970-01-01 00:00:00 +0000 UTC,-22.915816,-43.2355707,0.00,0,BRL
Rio de Janeiro,UberX,COMPLETED,2019-11-03 17:22:57 +0000 UTC,2019-11-03 17:25:34 +0000 UTC,-22.8974254,-43.2241634,2019-11-03 17:40:42 +0000 UTC,-22.9116745,-43.2339848,2.80,8.97,BRL
Rio de Janeiro,UberX,COMPLETED,2019-10-28 00:02:46 +0000 UTC,2019-10-28 00:22:10 +0000 UTC,-22.9103914,-43.2314323,2019-10-28 00:34:10 +0000 UTC,-22.8973873,-43.2241539,2.91,9.51,BRL
Rio de Janeiro,UberX,COMPLETED,2019-10-27 19:36:14 +0000 UTC,2019-10-27 19:38:54 +0000 UTC,-22.8974203,-43.2241615,2019-10-27 19:50:02 +0000 UTC,-22.9131918,-43.227363,2.37,10.88,BRL
Rio de Janeiro,UberX,COMPLETED,2019-10-15 22:19:48 +0000 UTC,2019-10-15 22:26:46 +0000 UTC,-22.8143169,-43.2467147,2019-10-15 22:39:54 +0000 UTC,-22.8929333,-43.219798,7.60,23.94,BRL
Natal,UberX,COMPLETED,2019-10-13 15:43:02 +0000 UTC,2019-10-13 15:47:59 +0000 UTC,-5.842247,-35.2057606,2019-10-13 16:07:16 +0000 UTC,-5.8465065,-35.2411229,7.07,19.76,BRL
Natal,UberX,COMPLETED,2019-09-29 08:15:03 +0000 UTC,2019-09-29 08:17:03 +0000 UTC,-5.8246611999999995,-35.2139512,2019-09-29 08:24:28 +0000 UTC,-5.842231,-35.2057408,1.91,13.03,BRL
Natal,UberX,CANCELED,2019-09-29 08:14:01 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-5.8250686,-35.2121963,1970-01-01 00:00:00 +0000 UTC,-5.8232619,-35.2123195,0.00,0,BRL
Natal,UberX,COMPLETED,2019-09-20 23:59:29 +0000 UTC,2019-09-21 00:02:47 +0000 UTC,-5.8421783,-35.2056543,2019-09-21 00:09:51 +0000 UTC,-5.8319331,-35.2171263,1.63,6.65,BRL
Natal,UberX,COMPLETED,2019-09-15 02:37:22 +0000 UTC,2019-09-15 02:42:47 +0000 UTC,-5.8189753,-35.2010865,2019-09-15 02:51:18 +0000 UTC,-5.8422251,-35.2056807,2.79,9.61,BRL
Natal,UberX,COMPLETED,2019-09-14 21:14:45 +0000 UTC,2019-09-14 21:21:44 +0000 UTC,-5.8422513,-35.2057339,2019-09-14 21:30:40 +0000 UTC,-5.8189868,-35.2009977,2.96,8.87,BRL
Natal,UberX,COMPLETED,2019-09-02 11:30:45 +0000 UTC,2019-09-02 11:32:36 +0000 UTC,-5.842235,-35.2056283,2019-09-02 11:45:50 +0000 UTC,-5.8200687,-35.234746,3.84,10.98,BRL
Natal,UberX,COMPLETED,2019-07-16 22:07:01 +0000 UTC,2019-07-16 22:09:19 +0000 UTC,-5.8422741,-35.2057999,2019-07-16 22:26:11 +0000 UTC,-5.8607833,-35.1820412,7.92,10.26,BRL
Natal,UberX,COMPLETED,2019-07-08 12:59:25 +0000 UTC,2019-07-08 13:04:55 +0000 UTC,-5.8200512,-35.2348471,2019-07-08 13:17:34 +0000 UTC,-5.8422503,-35.2057411,4.19,11.29,BRL
Natal,UberX,COMPLETED,2019-07-03 11:13:05 +0000 UTC,2019-07-03 11:16:20 +0000 UTC,-5.84224,-35.2056842,2019-07-03 11:29:56 +0000 UTC,-5.8201138,-35.2347909,3.52,11.17,BRL
Natal,UberX,COMPLETED,2019-06-22 23:50:13 +0000 UTC,2019-06-22 23:57:28 +0000 UTC,-5.8465012,-35.2411475,2019-06-23 00:12:13 +0000 UTC,-5.8422501,-35.2057283,5.31,15.49,BRL
Natal,UberX,COMPLETED,2019-06-12 22:20:53 +0000 UTC,2019-06-12 22:25:32 +0000 UTC,-5.8719254,-35.1799347,2019-06-12 22:41:59 +0000 UTC,-5.8406611,-35.2103247,3.76,23.24,BRL
Natal,UberX,COMPLETED,2019-05-12 21:55:59 +0000 UTC,2019-05-12 22:01:07 +0000 UTC,-5.8200668,-35.2348036,2019-05-12 22:12:58 +0000 UTC,-5.8422322,-35.2057216,4.10,13.21,BRL
Natal,UberX,COMPLETED,2019-05-03 23:10:33 +0000 UTC,2019-05-03 23:12:14 +0000 UTC,-5.84218,-35.2056517,2019-05-03 23:25:11 +0000 UTC,-5.8695202,-35.1808488,4.82,10.41,BRL
Natal,UberX,COMPLETED,2019-04-30 21:51:08 +0000 UTC,2019-04-30 22:03:59 +0000 UTC,-5.8445658,-35.2105144,2019-04-30 22:11:12 +0000 UTC,-5.8422441,-35.2056899,1.92,6.94,BRL
Natal,UberX,COMPLETED,2019-04-21 22:18:29 +0000 UTC,2019-04-21 22:23:58 +0000 UTC,-5.820095,-35.2347633,2019-04-21 22:33:22 +0000 UTC,-5.842219,-35.2057149,3.65,10.45,BRL
Natal,UberX,COMPLETED,2019-04-18 08:15:37 +0000 UTC,2019-04-18 08:21:45 +0000 UTC,-5.8423051,-35.2058871,2019-04-18 08:33:43 +0000 UTC,-5.8200376,-35.2347008,3.55,10.55,BRL
Natal,UberX,COMPLETED,2019-03-13 21:44:48 +0000 UTC,2019-03-13 21:49:11 +0000 UTC,-5.8423333,-35.2060023,2019-03-13 22:22:56 +0000 UTC,-5.8726188,-35.1780746,3.72,12.93,BRL
Natal,UberX,COMPLETED,2019-03-06 21:36:18 +0000 UTC,2019-03-06 21:45:22 +0000 UTC,-5.8200665,-35.2347487,2019-03-06 21:55:56 +0000 UTC,-5.84222,-35.2056595,3.43,11.5,BRL
Natal,UberX,COMPLETED,2019-03-02 08:23:37 +0000 UTC,2019-03-02 08:30:14 +0000 UTC,-5.8422533,-35.2056933,2019-03-02 08:40:57 +0000 UTC,-5.820095,-35.2346961,3.52,12.17,BRL
Natal,UberX,COMPLETED,2019-02-15 02:40:06 +0000 UTC,2019-02-15 02:42:46 +0000 UTC,-5.8648694,-35.1873948,2019-02-15 02:48:32 +0000 UTC,-5.8422438,-35.2057301,2.52,9.61,BRL
Natal,UberX,COMPLETED,2019-01-27 14:03:58 +0000 UTC,2019-01-27 14:05:42 +0000 UTC,-5.8422131,-35.2056671,2019-01-27 14:17:12 +0000 UTC,-5.8200094,-35.2348119,3.54,11.1,BRL
Natal,UberX,COMPLETED,2019-01-27 04:40:24 +0000 UTC,2019-01-27 04:45:33 +0000 UTC,-5.8716968,-35.2082947,2019-01-27 04:51:29 +0000 UTC,-5.8422164,-35.2056813,2.64,9.52,BRL
Natal,UberX,COMPLETED,2019-01-26 23:39:45 +0000 UTC,2019-01-26 23:44:20 +0000 UTC,-5.8422391,-35.2057184,2019-01-26 23:54:22 +0000 UTC,-5.8719831,-35.2084595,2.89,12.01,BRL
Natal,UberX,COMPLETED,2019-01-13 01:46:04 +0000 UTC,2019-01-13 01:52:11 +0000 UTC,-5.8672595,-35.1951785,2019-01-13 02:00:41 +0000 UTC,-5.842232,-35.2056842,2.65,12.38,BRL
Natal,UberX,COMPLETED,2019-01-05 18:55:43 +0000 UTC,2019-01-05 19:00:22 +0000 UTC,-5.8200254000000005,-35.2348373,2019-01-05 19:12:26 +0000 UTC,-5.842221,-35.2056937,4.09,14.21,BRL
Natal,UberX,COMPLETED,2018-12-17 14:06:43 +0000 UTC,2018-12-17 14:11:22 +0000 UTC,-5.8422279,-35.205641,2018-12-17 14:25:58 +0000 UTC,-5.8451125,-35.2426341,4.71,13.67,BRL
Natal,UberX,COMPLETED,2018-12-01 02:24:29 +0000 UTC,2018-12-01 02:26:41 +0000 UTC,-5.8561461,-35.2118923,2018-12-01 02:30:26 +0000 UTC,-5.8422221,-35.2056861,1.45,6.07,BRL
Natal,UberX,COMPLETED,2018-11-24 02:21:05 +0000 UTC,2018-11-24 02:28:51 +0000 UTC,-5.8121749,-35.2061426,2018-11-24 02:39:28 +0000 UTC,-5.8422247,-35.2056792,3.36,15.74,BRL
Natal,UberX,COMPLETED,2018-11-17 08:21:40 +0000 UTC,2018-11-17 08:25:52 +0000 UTC,-5.8422146,-35.2056572,2018-11-17 08:35:27 +0000 UTC,-5.820018,-35.2348422,3.54,13.29,BRL
Natal,UberX,CANCELED,2018-11-17 08:20:22 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-5.8661294,-35.1860002,1970-01-01 00:00:00 +0000 UTC,-5.8662789,-35.1866523,0.00,0,BRL
Natal,UberX,COMPLETED,2018-10-29 13:01:08 +0000 UTC,2018-10-29 13:05:12 +0000 UTC,-5.8200631,-35.234791799999996,2018-10-29 13:17:32 +0000 UTC,-5.8421658,-35.2057375,3.61,11.21,BRL
Natal,UberX,COMPLETED,2018-10-26 23:41:05 +0000 UTC,2018-10-26 23:42:49 +0000 UTC,-5.8387018,-35.2200037,2018-10-26 23:49:22 +0000 UTC,-5.8118633,-35.2076967,2.22,9.04,BRL
Natal,UberX,COMPLETED,2018-10-20 00:00:10 +0000 UTC,2018-10-20 00:04:49 +0000 UTC,-5.8386634,-35.2200264,2018-10-20 00:11:24 +0000 UTC,-5.812519,-35.2061321,2.34,9.55,BRL
Natal,UberX,COMPLETED,2018-10-14 06:15:28 +0000 UTC,2018-10-14 06:24:46 +0000 UTC,-5.8247514,-35.214494,2018-10-14 06:29:51 +0000 UTC,-5.8421935,-35.2056358,1.96,11.4,BRL
Natal,UberX,COMPLETED,2018-09-16 04:03:43 +0000 UTC,2018-09-16 04:05:00 +0000 UTC,-5.8367137,-35.21193,2018-09-16 04:08:43 +0000 UTC,-5.8422838,-35.2057783,1.63,7.29,BRL
Natal,UberX,COMPLETED,2018-09-16 00:50:28 +0000 UTC,2018-09-16 00:55:32 +0000 UTC,-5.8422389,-35.2057273,2018-09-16 00:57:56 +0000 UTC,-5.8367977,-35.2114902,0.77,6.75,BRL
Natal,UberX,FARE_SPLIT,2018-08-21 00:39:31 +0000 UTC,2018-08-21 00:45:58 +0000 UTC,,,2018-08-21 00:54:02 +0000 UTC,,,1.71,8.61,BRL
Natal,UberX,COMPLETED,2018-08-16 16:13:00 +0000 UTC,2018-08-16 16:17:46 +0000 UTC,-5.8418334,-35.1981019,2018-08-16 16:30:35 +0000 UTC,-5.8266273,-35.2273395,3.91,13.26,BRL
Natal,UberX,COMPLETED,2018-08-02 16:51:57 +0000 UTC,2018-08-02 16:54:06 +0000 UTC,-5.8418099,-35.1980752,2018-08-02 17:09:12 +0000 UTC,-5.8266504,-35.2272978,3.90,13.35,BRL
Natal,UberX,COMPLETED,2018-07-22 21:13:07 +0000 UTC,2018-07-22 21:22:16 +0000 UTC,-5.8872116,-35.2128301,2018-07-22 21:44:47 +0000 UTC,-5.842241,-35.2056741,4.40,18.85,BRL
Natal,UberX,COMPLETED,2018-07-22 15:07:22 +0000 UTC,2018-07-22 15:09:41 +0000 UTC,-5.8421333,-35.20564,2018-07-22 15:25:14 +0000 UTC,-5.8871375,-35.212823,7.22,16.44,BRL
Natal,UberX,COMPLETED,2018-07-22 04:43:10 +0000 UTC,2018-07-22 04:44:52 +0000 UTC,-5.8814366,-35.176026,2018-07-22 04:54:35 +0000 UTC,-5.8422513,-35.2057055,3.90,13.52,BRL
Natal,UberX,COMPLETED,2018-07-21 21:27:03 +0000 UTC,2018-07-21 21:29:14 +0000 UTC,-5.8422472,-35.2057215,2018-07-21 21:41:59 +0000 UTC,-5.8718992,-35.2082692,3.55,12.6,BRL
Natal,UberX,COMPLETED,2018-07-21 02:24:18 +0000 UTC,2018-07-21 02:30:11 +0000 UTC,-5.7937283,-35.20591,2018-07-21 02:41:24 +0000 UTC,-5.8422288,-35.2056128,4.46,14.89,BRL
Natal,UberX,COMPLETED,2018-07-04 21:54:19 +0000 UTC,2018-07-04 22:00:52 +0000 UTC,-5.842262,-35.2057177,2018-07-04 22:07:57 +0000 UTC,-5.8265241,-35.2048991,2.44,8.66,BRL
Natal,UberX,CANCELED,2018-07-04 21:52:59 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-5.8534939,-35.2060406,1970-01-01 00:00:00 +0000 UTC,-5.853495,-35.2060391,0.00,0,BRL
Rio de Janeiro,UberX,COMPLETED,2018-06-26 08:58:29 +0000 UTC,2018-06-26 09:07:09 +0000 UTC,-22.89487,-43.22573,2018-06-26 09:21:54 +0000 UTC,-22.813611,-43.2468737,8.51,22.47,BRL
Rio de Janeiro,UberX,COMPLETED,2018-06-22 20:12:21 +0000 UTC,2018-06-22 20:17:36 +0000 UTC,-22.9188953,-43.1771579,2018-06-22 20:55:37 +0000 UTC,-22.8948262,-43.2254802,8.20,26.67,BRL
Rio de Janeiro,UberX,COMPLETED,2018-06-22 15:52:55 +0000 UTC,2018-06-22 15:56:41 +0000 UTC,-22.8947334,-43.2254849,2018-06-22 16:08:38 +0000 UTC,-22.90894,-43.232615,2.76,11.25,BRL
Rio de Janeiro,UberX,COMPLETED,2018-06-19 23:25:07 +0000 UTC,2018-06-19 23:30:44 +0000 UTC,-22.9023746,-43.2178923,2018-06-19 23:37:34 +0000 UTC,-22.8947959,-43.2256135,1.87,7.75,BRL
Rio de Janeiro,UberX,COMPLETED,2018-06-16 03:14:46 +0000 UTC,2018-06-16 03:15:39 +0000 UTC,-22.9000624,-43.2229683,2018-06-16 03:34:24 +0000 UTC,-22.9062003,-43.238974,4.84,16.59,BRL
Rio de Janeiro,UberX,COMPLETED,2018-06-15 04:53:23 +0000 UTC,2018-06-15 04:59:49 +0000 UTC,-22.8941772,-43.2234199,2018-06-15 05:06:35 +0000 UTC,-22.90616,-43.2390307,2.89,10.03,BRL
Rio de Janeiro,UberX,CANCELED,2018-06-15 04:51:45 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,1970-01-01 00:00:00 +0000 UTC,,,0.00,0,BRL
Rio de Janeiro,UberX,COMPLETED,2018-06-11 23:26:36 +0000 UTC,2018-06-11 23:30:40 +0000 UTC,-22.9002717,-43.2244607,2018-06-11 23:36:42 +0000 UTC,-22.9061789,-43.2390099,2.23,8.98,BRL
Rio de Janeiro,UberX,CANCELED,2018-06-09 07:54:28 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.8523767,-43.2467017,1970-01-01 00:00:00 +0000 UTC,-22.828454999999998,-43.2766317,0.00,0,BRL
Rio de Janeiro,uberX,COMPLETED,2018-06-06 03:03:26 +0000 UTC,2018-06-06 03:05:17 +0000 UTC,-22.8998684,-43.2231928,2018-06-06 03:12:53 +0000 UTC,-22.9017544,-43.2171163,2.42,10.47,BRL
Rio de Janeiro,uberX,DRIVER_CANCELED,2018-06-06 03:00:18 +0000 UTC,2018-06-06 03:02:43 +0000 UTC,-22.889338,-43.2202938,1970-01-01 00:00:00 +0000 UTC,-22.9053504,-43.2102367,0.00,0,BRL
Rio de Janeiro,uberX,COMPLETED,2018-06-03 21:01:43 +0000 UTC,2018-06-03 21:33:32 +0000 UTC,-22.9128265,-43.2271246,2018-06-03 21:52:01 +0000 UTC,-22.8948199,-43.2255796,3.51,9.66,BRL
Rio de Janeiro,uberX,COMPLETED,2018-06-03 16:11:54 +0000 UTC,2018-06-03 16:16:14 +0000 UTC,-22.8947937,-43.2255411,2018-06-03 16:27:18 +0000 UTC,-22.9147229,-43.2295817,2.81,11.11,BRL
Rio de Janeiro,uberX,COMPLETED,2018-05-31 04:34:44 +0000 UTC,2018-05-31 04:36:34 +0000 UTC,-22.8998766,-43.2230751,2018-05-31 04:43:43 +0000 UTC,-22.906122,-43.2389767,2.47,10.19,BRL
Rio de Janeiro,uberX,COMPLETED,2018-05-24 18:44:47 +0000 UTC,2018-05-24 18:48:55 +0000 UTC,-22.814215,-43.2468467,2018-05-24 19:04:30 +0000 UTC,-22.8949417,-43.22565,8.03,23.43,BRL
Natal,uberX,COMPLETED,2018-05-15 16:49:25 +0000 UTC,2018-05-15 16:51:45 +0000 UTC,-5.8418396,-35.1980419,2018-05-15 17:05:48 +0000 UTC,-5.8266235,-35.2272948,4.00,14.63,BRL
Natal,uberX,COMPLETED,2018-04-15 12:18:15 +0000 UTC,2018-04-15 12:23:18 +0000 UTC,-5.8451201,-35.2426454,2018-04-15 12:37:35 +0000 UTC,-5.8422265,-35.2057006,5.48,16.02,BRL
Natal,uberX,COMPLETED,2018-04-14 00:31:30 +0000 UTC,2018-04-14 00:36:10 +0000 UTC,-5.8422458,-35.2057319,2018-04-14 00:51:42 +0000 UTC,-5.8451115,-35.2426559,4.80,15.89,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-13 05:44:32 +0000 UTC,2018-04-13 05:49:57 +0000 UTC,-22.8946578,-43.2254636,2018-04-13 06:03:37 +0000 UTC,-22.8148517,-43.2456783,8.59,25.75,BRL
Rio de Janeiro,uberX,DRIVER_CANCELED,2018-04-13 05:41:21 +0000 UTC,2018-04-13 05:42:15 +0000 UTC,-22.8876309,-43.2240205,1970-01-01 00:00:00 +0000 UTC,-22.8884996,-43.2232189,0.00,0,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-12 22:30:17 +0000 UTC,2018-04-12 22:40:35 +0000 UTC,-22.9026,-43.17577,2018-04-12 23:06:22 +0000 UTC,-22.90607,-43.2391,7.99,23.48,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-11 00:17:00 +0000 UTC,2018-04-11 00:19:19 +0000 UTC,-22.900279,-43.2232689,2018-04-11 00:35:48 +0000 UTC,-22.906496699999998,-43.238835,4.40,14.3,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-08 04:42:56 +0000 UTC,2018-04-08 04:47:32 +0000 UTC,-22.9134912,-43.179925,2018-04-08 05:04:17 +0000 UTC,-22.8947148,-43.2255339,5.71,26.8,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-07 23:39:59 +0000 UTC,2018-04-07 23:43:31 +0000 UTC,-22.8948565,-43.2255846,2018-04-08 00:00:32 +0000 UTC,-22.9163104,-43.1776118,5.37,17.31,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-07 18:10:23 +0000 UTC,2018-04-07 18:13:50 +0000 UTC,-22.9129175,-43.2271639,2018-04-07 18:27:33 +0000 UTC,-22.8948287,-43.2255966,3.49,10.25,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-07 17:40:58 +0000 UTC,2018-04-07 17:43:10 +0000 UTC,-22.8974391,-43.1826024,2018-04-07 17:52:11 +0000 UTC,-22.9132764,-43.2274793,3.73,14.3,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-07 15:18:20 +0000 UTC,2018-04-07 15:21:14 +0000 UTC,-22.9027038,-43.1784516,2018-04-07 15:32:55 +0000 UTC,-22.896446,-43.1803356,1.50,7.75,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-07 13:41:58 +0000 UTC,2018-04-07 13:47:16 +0000 UTC,-22.8947674,-43.2255148,2018-04-07 14:05:30 +0000 UTC,-22.9164269,-43.1780061,6.76,17.84,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-07 05:04:00 +0000 UTC,2018-04-07 05:11:01 +0000 UTC,-22.8962542,-43.2211829,2018-04-07 05:15:54 +0000 UTC,-22.8948319,-43.2255932,1.16,7.75,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-05 02:40:06 +0000 UTC,2018-04-05 02:42:48 +0000 UTC,-22.9001828,-43.2231296,2018-04-05 02:55:16 +0000 UTC,-22.9062672,-43.2389674,4.08,13.6,BRL
Rio de Janeiro,uberX,COMPLETED,2018-04-02 14:02:27 +0000 UTC,2018-04-02 14:06:07 +0000 UTC,-22.8140759,-43.2468551,2018-04-02 14:25:31 +0000 UTC,-22.8948968,-43.2256134,8.91,23.98,BRL
Rio de Janeiro,uberX,CANCELED,2018-04-02 13:58:13 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,1970-01-01 00:00:00 +0000 UTC,,,0.00,0,BRL
Natal,uberX,COMPLETED,2018-04-02 03:52:55 +0000 UTC,2018-04-02 03:59:32 +0000 UTC,-5.8451268,-35.2426289,2018-04-02 04:49:39 +0000 UTC,-5.7628311,-35.373035,22.02,44.54,BRL
Natal,uberX,COMPLETED,2018-04-01 19:23:49 +0000 UTC,2018-04-01 19:28:37 +0000 UTC,-5.8200727,-35.2347659,2018-04-01 19:41:47 +0000 UTC,-5.8451221,-35.2426684,2.69,10.34,BRL
Natal,uberX,COMPLETED,2018-03-20 16:36:56 +0000 UTC,2018-03-20 16:39:07 +0000 UTC,-5.8417908,-35.1980592,2018-03-20 16:53:06 +0000 UTC,-5.826626,-35.2272359,4.08,13.41,BRL
Natal,uberX,COMPLETED,2018-03-18 19:57:47 +0000 UTC,2018-03-18 20:02:16 +0000 UTC,-5.8640677,-35.2153877,2018-03-18 20:12:38 +0000 UTC,-5.835483,-35.209641,2.65,9.73,BRL
Natal,uberX,COMPLETED,2018-03-13 16:45:05 +0000 UTC,2018-03-13 16:47:44 +0000 UTC,-5.841735,-35.1980717,2018-03-13 17:02:19 +0000 UTC,-5.8266115,-35.2272939,4.07,13.49,BRL
Natal,uberX,COMPLETED,2018-03-06 16:53:52 +0000 UTC,2018-03-06 17:02:55 +0000 UTC,-5.8404358,-35.2097567,2018-03-06 17:11:43 +0000 UTC,-5.8239303,-35.2261161,2.52,9.89,BRL
Natal,uberX,COMPLETED,2018-03-04 15:23:59 +0000 UTC,2018-03-04 15:28:14 +0000 UTC,-5.8450544,-35.2426887,2018-03-04 15:40:46 +0000 UTC,-5.8341514,-35.2657369,2.80,11.48,BRL
Natal,uberX,COMPLETED,2018-02-18 21:27:49 +0000 UTC,2018-02-18 21:34:35 +0000 UTC,-5.8200639,-35.234816,2018-02-18 21:52:44 +0000 UTC,-5.8451106,-35.2427131,5.73,17.4,BRL
Natal,uberX,COMPLETED,2018-01-08 18:40:33 +0000 UTC,2018-01-08 18:43:34 +0000 UTC,-5.8200789,-35.2347666,2018-01-08 18:55:38 +0000 UTC,-5.8450952,-35.2426502,2.79,9.71,BRL
Natal,uberX,CANCELED,2017-12-17 08:41:44 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-5.8495717,-35.1988133,1970-01-01 00:00:00 +0000 UTC,-5.8493283,-35.20016,0.00,6.75,BRL
Natal,uberX,CANCELED,2017-12-17 08:38:05 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-5.8410862,-35.221421,1970-01-01 00:00:00 +0000 UTC,-5.8410862,-35.221421,0.00,0,BRL
Natal,uberX,COMPLETED,2017-11-25 19:21:01 +0000 UTC,2017-11-25 19:28:11 +0000 UTC,-5.8451293,-35.2426579,2017-11-25 19:51:28 +0000 UTC,-5.8803034,-35.2153187,7.66,18.02,BRL
Natal,uberX,COMPLETED,2017-11-15 09:22:21 +0000 UTC,2017-11-15 09:27:27 +0000 UTC,-5.8434648,-35.199849,2017-11-15 09:30:56 +0000 UTC,-5.8403099,-35.2105363,1.25,6.75,BRL
Natal,uberX,COMPLETED,2017-10-26 02:03:04 +0000 UTC,2017-10-26 02:05:34 +0000 UTC,-5.8410787,-35.2106594,2017-10-26 02:16:35 +0000 UTC,-5.8451372,-35.2426457,3.94,12.74,BRL
Natal,uberX,CANCELED,2017-10-26 01:44:33 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-5.8549667,-35.19971,1970-01-01 00:00:00 +0000 UTC,-5.8521383,-35.2030567,0.00,6.75,BRL
